title,company,salary,salary_min,salary_max,location,address_raw,address_clean,skills,description,requirements,job_type,experience_year,education,industry,deadline,phone,job_url,source,posted_date,crawled_at,skills_extracted,skills_final,latitude,longitude,geocoding_confidence,all_locations
Tester (Manual/Automation),Công ty Cổ phần Công nghệ eUp,Thoả thuận,,,Hà Nội,,,,,,,,,,,,https://www.topcv.vn/brand/eup/tuyen-dung/tester-manual-automation-j2083634.html?ta_source=JobSearchList_LinkDetail&u_sr_id=gjE7Nmq68BekSDPh9Tno9Z69bjbjr0MRGKq8gr9O_1779208455,topcv,,2026-05-19 23:34:25,Manual Testing,Manual Testing,21.0283334,105.854041,0.92,"[{'address': 'Hà Nội', 'lat': 21.0283334, 'lng': 105.854041, 'confidence': 0.92}]"
